#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
IFNG	glucose	976847	-100000206	ENSP00000229135	206	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.382	0.936
NGF	dibutyryl.c A.	989928	-100002460	ENSP00000358525	2460	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.882	0.882
LCAT	triacylglycerol	979296	-105460048	ENSP00000264005	5460048	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.835	0.983
beta-sitosterol	cholestery.eat.	-100006744	-100078971	6744	78971	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.500
UBC	FASN	987558	982808	ENSP00000344818	ENSP00000304592	0.000	0.000	0.000	0.000	0.000	0.993	0.000	0.076	0.993
COG2	SORL1	989306	978549	ENSP00000355629	ENSP00000260197	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.460	0.460
APOA1	homocysteine	977122	-100000778	ENSP00000236850	778	0.000	0.000	0.000	0.000	0.000	0.000	0.150	0.321	0.405
FN1	SELP	987830	979231	ENSP00000346839	ENSP00000263686	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.542	0.542
LPA	TF	984691	979511	ENSP00000321334	ENSP00000264998	0.000	0.000	0.000	0.000	0.126	0.000	0.000	0.429	0.467
IL8	ACE	983025	981253	ENSP00000306512	ENSP00000290866	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.419
ACE	retinoic acid	981253	-100005538	ENSP00000290866	5538	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.813	0.813
FGF2	CCL2	979406	976702	ENSP00000264498	ENSP00000225831	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.513	0.513
CREB1	CD4	994706	975741	ENSP00000387699	ENSP00000011653	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
CYP3A4	APOA1	986634	977122	ENSP00000337915	ENSP00000236850	0.000	0.000	0.000	0.000	0.118	0.000	0.000	0.374	0.411
homocysteine	estrogen	-100000778	-100003054	778	3054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.555	0.555
AKT1	calcium	980037	-100000271	ENSP00000270202	271	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.933	0.993
estrogen	estren	-100003054	-100025440	3054	25440	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.448	0.448
SOD2	docosahexaenoi.	986537	-100003144	ENSP00000337127	3144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.831	0.831
DIF	ketamine	995928	-100003821	ENSP00000398698	3821	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.863	0.863
TIMP1	calcium	976327	-100000271	ENSP00000218388	271	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.306	0.928
MME	oxygen	988880	-100000977	ENSP00000353679	977	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.833	0.833
INS	LRP2	988146	979259	ENSP00000348986	ENSP00000263816	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.379	0.748
FASN	INSR	982808	982723	ENSP00000304592	ENSP00000303830	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.563	0.563
INS	ceramide	988146	-100002506	ENSP00000348986	2506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.864	0.864
MMP9	IFNG	990537	976847	ENSP00000361405	ENSP00000229135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.894	0.894
VLDLR	LIPC	992509	982096	ENSP00000371532	ENSP00000299022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.429	0.429
ALPL	POMC	991077	979448	ENSP00000363965	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.533	0.532
NGF	cyclic AMP	989928	-100000274	ENSP00000358525	274	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.875	0.875
sterol	GW3965	-100001107	-100447905	1107	447905	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.730	0.730
ALB	MTTP	981665	979623	ENSP00000295897	ENSP00000265517	0.000	0.000	0.000	0.000	0.109	0.000	0.000	0.430	0.457
APOA2	PPARA	989579	979024	ENSP00000356969	ENSP00000262735	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.503	0.946
CD36	estradiol	983238	-100000450	ENSP00000308165	450	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.812	0.812
HLA-A	TSPO	994791	985548	ENSP00000388526	ENSP00000328973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.652	0.651
IGF1	VTN	982571	976729	ENSP00000302665	ENSP00000226218	0.000	0.000	0.000	0.000	0.099	0.000	0.000	0.462	0.482
UBC	CAT	987558	977282	ENSP00000344818	ENSP00000241052	0.000	0.000	0.000	0.000	0.000	0.456	0.000	0.148	0.505
CYP27A1	24S-hydroxycho.	978376	-100121948	ENSP00000258415	121948	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.705	0.908
STAT1	eq N	988984	-100002126	ENSP00000354394	2126	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.700
PSEN1	SORL1	985250	978549	ENSP00000326366	ENSP00000260197	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	0.463
IL8	7-ketocholeste.	983025	-100091474	ENSP00000306512	91474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.800
LPL	GAPDH	983439	976853	ENSP00000309757	ENSP00000229239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.463	0.462
FN1	VCAM1	987830	981518	ENSP00000346839	ENSP00000294728	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.752	0.752
CST3	CTSS	991494	989807	ENSP00000366124	ENSP00000357981	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.752	0.899
APCS	LTF	978103	976972	ENSP00000255040	ENSP00000231751	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.148	0.909
ENSG00000228978	REV3L	994872	988579	ENSP00000389265	ENSP00000351697	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.510	0.510
AKT1	KNG1	980037	979518	ENSP00000270202	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.613	0.613
sterol	7-ketocholeste.	-100001107	-100091474	1107	91474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.608	0.608
NOS2	ALB	985339	981665	ENSP00000327251	ENSP00000295897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.606	0.606
TLR4	HSPD1	990907	986892	ENSP00000363089	ENSP00000340019	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.658	0.963
POLD1	CD4	978920	975741	ENSP00000262266	ENSP00000011653	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.659
PCSK9	APOA5	982644	976779	ENSP00000303208	ENSP00000227665	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.412	0.412
CYP7A1	PPARG	982436	981074	ENSP00000301645	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.540	0.540
TSPO	TTR	985548	977130	ENSP00000328973	ENSP00000237014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
ENSG00000228978	CCL2	994872	976702	ENSP00000389265	ENSP00000225831	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.962	0.962
CEL	LIPC	990490	982096	ENSP00000361151	ENSP00000299022	0.000	0.000	0.000	0.000	0.078	0.000	0.900	0.469	0.944
ABCA1	sterol	991058	-100001107	ENSP00000363868	1107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.938	0.938
GPX4	ACHE	987730	982645	ENSP00000346103	ENSP00000303211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.435	0.435
AGTR1	AKT1	980234	980037	ENSP00000273430	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.412	0.412
KNG1	oleic acid	979518	-100000965	ENSP00000265023	965	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.100	0.907
HSPG2	PDGFB	991052	985737	ENSP00000363827	ENSP00000330382	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.125	0.646
CYP46A1	25-hydroxy.ero.	978812	-100065094	ENSP00000261835	65094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.502	0.502
KNG1	VTN	979518	976729	ENSP00000265023	ENSP00000226218	0.000	0.000	0.000	0.000	0.396	0.621	0.000	0.435	0.852
PLAU	FN1	990631	987830	ENSP00000361850	ENSP00000346839	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.660	0.963
TLR4	NOS3	990907	981930	ENSP00000363089	ENSP00000297494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.504
SCD	LEP	990112	983804	ENSP00000359380	ENSP00000312652	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.917	0.917
GPX1	VEGFA	996877	990487	ENSP00000407375	ENSP00000361125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.410	0.409
CCNA2	EEF1A2	980270	976265	ENSP00000274026	ENSP00000217182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.409	0.408
CASP3	SDC2	983604	983093	ENSP00000311032	ENSP00000307046	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.144	0.908
KNG1	estrogen	979518	-100003054	ENSP00000265023	3054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.837	0.837
A2M	LRP1	984997	977353	ENSP00000323929	ENSP00000243077	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.929	0.988
CTSB	TIMP1	987186	976327	ENSP00000342070	ENSP00000218388	0.000	0.000	0.000	0.000	0.240	0.000	0.000	0.435	0.541
CD68	TGFB1	977716	976503	ENSP00000250092	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.465	0.465
COMT	CYP2B6	989005	985075	ENSP00000354511	ENSP00000324648	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.515	0.515
F3	KNG1	986227	979518	ENSP00000334145	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.612	0.611
UBC	ESR2	987558	987437	ENSP00000344818	ENSP00000343925	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.070	0.847
ABCG5	ezetimibe	978600	-100150311	ENSP00000260645	150311	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.798	0.958
CYP2D7P1	GOT2	996706	977459	ENSP00000405829	ENSP00000245206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.540
PLAUR	LRP1	986797	977353	ENSP00000339328	ENSP00000243077	0.000	0.000	0.000	0.574	0.000	0.621	0.000	0.365	0.673
POLA1	APOE	991939	977866	ENSP00000368349	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.463	0.462
DIF	PLAUR	995928	986797	ENSP00000398698	ENSP00000339328	0.000	0.000	0.000	0.000	0.094	0.000	0.000	0.867	0.872
CD36	IL6	983238	978411	ENSP00000308165	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.540
SDC2	APOE	983093	977866	ENSP00000307046	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.425	0.424
MMP9	LEP	990537	983804	ENSP00000361405	ENSP00000312652	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.411	0.411
ABCG5	CYP27A1	978600	978376	ENSP00000260645	ENSP00000258415	0.000	0.000	0.000	0.000	0.076	0.000	0.000	0.562	0.568
F2	ACE	983286	981253	ENSP00000308541	ENSP00000290866	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.540
APOC3	CETP	976781	975995	ENSP00000227667	ENSP00000200676	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.752	0.752
HMOX1	Fe(III	976158	-100023925	ENSP00000216117	23925	0.000	0.000	0.000	0.000	0.000	0.844	0.900	0.331	0.988
F2	NOS3	983286	981930	ENSP00000308541	ENSP00000297494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.588	0.588
FN1	8-Br-cAMP	987830	-100001912	ENSP00000346839	1912	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.816	0.816
FN1	REN	987830	980138	ENSP00000346839	ENSP00000272190	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.540
LPL	LDLCQ3	983439	981082	ENSP00000309757	ENSP00000287936	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.540	0.540
PPARG	HMOX1	981074	976158	ENSP00000287820	ENSP00000216117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.895	0.895
MMP9	PLA2G1B	990537	983762	ENSP00000361405	ENSP00000312286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.412	0.412
PRNP	ALB	992007	981665	ENSP00000368748	ENSP00000295897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.412	0.412
TLR4	BGN	990907	985346	ENSP00000363089	ENSP00000327336	0.000	0.000	0.000	0.586	0.000	0.000	0.900	0.522	0.920
SDC2	heparin	983093	-153477714	ENSP00000307046	53477714	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.710	0.710
DIF	NOX1	995928	990672	ENSP00000398698	ENSP00000362057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.538	0.539
COG2	CYP7A1	989306	982436	ENSP00000355629	ENSP00000301645	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.429	0.429
MMP9	PPARA	990537	979024	ENSP00000361405	ENSP00000262735	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.424	0.424
INS	CALM3	988146	981274	ENSP00000348986	ENSP00000291295	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.961	0.962
GPX4	CAT	987730	977282	ENSP00000346103	ENSP00000241052	0.000	0.000	0.000	0.000	0.078	0.000	0.000	0.920	0.921
FGF2	glucose	979406	-100000206	ENSP00000264498	206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.554	0.554
oleic acid	sterol	-100000965	-100001107	965	1107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.829	0.829
GOT2	calcium	977459	-100000271	ENSP00000245206	271	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.864	0.864
INS	GAPDH	988146	976853	ENSP00000348986	ENSP00000229239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.947	0.947
LEP	VCAM1	983804	981518	ENSP00000312652	ENSP00000294728	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.428	0.428
PPARG	ICAM1	981074	979476	ENSP00000287820	ENSP00000264832	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.886	0.886
SOD2	FTH1	986537	980238	ENSP00000337127	ENSP00000273550	0.161	0.000	0.000	0.000	0.188	0.000	0.000	0.613	0.700
IL8	CD44	983025	980495	ENSP00000306512	ENSP00000278385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.468	0.468
CYP7A1	APOA5	982436	976779	ENSP00000301645	ENSP00000227665	0.000	0.000	0.000	0.000	0.088	0.000	0.000	0.427	0.442
CALM1	CALM2	988220	980150	ENSP00000349467	ENSP00000272298	0.000	0.000	0.525	0.972	0.000	0.000	0.900	0.800	0.903
CTSS	IL6	989807	978411	ENSP00000357981	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.427
ENSG00000228978	oxygen	994872	-100000977	ENSP00000389265	977	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.613	0.613
LEPR	LPL	985740	983439	ENSP00000330393	ENSP00000309757	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.516	0.516
LPL	ACE	983439	981253	ENSP00000309757	ENSP00000290866	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.506	0.506
IL10	IFNG	997416	976847	ENSP00000412237	ENSP00000229135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.842	0.841
VEGFA	TGFB1	990487	976503	ENSP00000361125	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.947	0.947
CEL	COG2	990490	989306	ENSP00000361151	ENSP00000355629	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.454	0.454
HSPG2	TGFB1	991052	976503	ENSP00000363827	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.827	0.827
MMP9	NOS3	990537	981930	ENSP00000361405	ENSP00000297494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.906	0.906
NR1H2	arsenic	977993	-105359596	ENSP00000253727	5359596	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.700
ALB	LDLR	981665	977858	ENSP00000295897	ENSP00000252444	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.613	0.613
INS	MPO	988146	976656	ENSP00000348986	ENSP00000225275	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.467	0.467
IL1B	MMP2	979165	976342	ENSP00000263341	ENSP00000219070	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.907	0.962
ENSG00000228978	cyclic AMP	994872	-100000274	ENSP00000389265	274	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.842	0.842
F5	CSNK2A1	989540	976270	ENSP00000356771	ENSP00000217244	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
APOD	ESR1	987611	976039	ENSP00000345179	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.301	0.000	0.273	0.457
JUN	TF	990315	979511	ENSP00000360266	ENSP00000264998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.461	0.461
AKT1	rosiglitazone	980037	-100077998	ENSP00000270202	77998	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.860	0.956
APOA2	PLA2G7	989579	980336	ENSP00000356969	ENSP00000274793	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
SCD	oleic acid	990112	-100000965	ENSP00000359380	965	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.658	0.964
ICAM1	CD68	979476	977716	ENSP00000264832	ENSP00000250092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.565	0.565
IL1B	estrogen	979165	-100003054	ENSP00000263341	3054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.875	0.875
IGF1	cyclic AMP	982571	-100000274	ENSP00000302665	274	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.863	0.863
glucose	oleic acid	-100000206	-100000965	206	965	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.997	0.997
CCL2	glucose	976702	-100000206	ENSP00000225831	206	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.644	0.890
CALM1	LTF	988220	976972	ENSP00000349467	ENSP00000231751	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.229	0.688
HSPG2	triacylglycerol	991052	-105460048	ENSP00000363827	5460048	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
POMC	APOE	979448	977866	ENSP00000264708	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.565	0.565
ENSG00000228978	CALM3	994872	981274	ENSP00000389265	ENSP00000291295	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.462	0.462
ALPPL2	APOB	981599	977017	ENSP00000295453	ENSP00000233242	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.467	0.467
INS	IL1B	988146	979165	ENSP00000348986	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.656	0.655
AGT	LEP	989305	983804	ENSP00000355627	ENSP00000312652	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.729	0.729
SCARB2	RETN	979489	976476	ENSP00000264896	ENSP00000221515	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.867	0.867
IL10	HSPD1	997416	986892	ENSP00000412237	ENSP00000340019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.428	0.428
TSPO	NOS3	985548	981930	ENSP00000328973	ENSP00000297494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.659
CYBA	MPO	978755	976656	ENSP00000261623	ENSP00000225275	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.425	0.424
GPX1	CRP	996877	978101	ENSP00000407375	ENSP00000255030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.460	0.460
DIF	EEF1A2	995928	976265	ENSP00000398698	ENSP00000217182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.412	0.412
LEP	NOS3	983804	981930	ENSP00000312652	ENSP00000297494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.899	0.899
CYP3A4	IFNG	986634	976847	ENSP00000337915	ENSP00000229135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.521	0.522
ALPP	HSPD1	993237	986892	ENSP00000375881	ENSP00000340019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
PCSK9	ABCG5	982644	978600	ENSP00000303208	ENSP00000260645	0.000	0.000	0.000	0.000	0.114	0.000	0.000	0.425	0.456
HSPG2	CD44	991052	980495	ENSP00000363827	ENSP00000278385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.429	0.429
FN1	SDC1	987830	978042	ENSP00000346839	ENSP00000254351	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.628	0.920
SAA1	ALB	988136	981665	ENSP00000348918	ENSP00000295897	0.000	0.000	0.000	0.000	0.000	0.103	0.000	0.510	0.530
ALB	APOA1	981665	977122	ENSP00000295897	ENSP00000236850	0.000	0.000	0.000	0.000	0.793	0.302	0.900	0.672	0.994
CALM1	MAPT	988220	986994	ENSP00000349467	ENSP00000340820	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.467	0.784
ENSG00000228978	CAT	994872	977282	ENSP00000389265	ENSP00000241052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.515	0.515
INS	KNG1	988146	979518	ENSP00000348986	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.671	0.671
PLA2G1B	PPARG	983762	981074	ENSP00000312286	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.462	0.462
ALPP	LRP5	993237	981491	ENSP00000375881	ENSP00000294304	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.428	0.428
STAT1	IL1B	988984	979165	ENSP00000354394	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.463	0.462
INS	LIPE	988146	977413	ENSP00000348986	ENSP00000244289	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.947	0.947
DIF	CALM1	995928	988220	ENSP00000398698	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.100	0.000	0.540	0.558
CALM3	glucose	981274	-100000206	ENSP00000291295	206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.630	0.630
SOD2	TF	986537	979511	ENSP00000337127	ENSP00000264998	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.563	0.564
STAT1	7-ketocholeste.	988984	-100091474	ENSP00000354394	91474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.800
F3	simvastatin	986227	-100054454	ENSP00000334145	54454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.859	0.859
PTGS2	estradiol	989478	-100000450	ENSP00000356438	450	0.000	0.000	0.000	0.000	0.000	0.000	0.150	0.932	0.941
POLA1	INS	991939	988146	ENSP00000368349	ENSP00000348986	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.670	0.669
F7	calcium	991234	-100000271	ENSP00000364731	271	0.000	0.000	0.000	0.000	0.000	0.900	0.900	0.265	0.992
F7	F3	991234	986227	ENSP00000364731	ENSP00000334145	0.000	0.000	0.000	0.000	0.000	0.998	0.800	0.979	0.999
ALPP	POLE	993237	984840	ENSP00000375881	ENSP00000322570	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.788	0.788
TLR4	NOS2	990907	985339	ENSP00000363089	ENSP00000327251	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.677	0.931
MTHFR	PLG	991431	983339	ENSP00000365775	ENSP00000308938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.508
DIF	KNG1	995928	979518	ENSP00000398698	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.565	0.565
CD40LG	IL18	990190	980614	ENSP00000359663	ENSP00000280357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.610	0.609
ABCG8	APOC3	980149	976781	ENSP00000272286	ENSP00000227667	0.000	0.000	0.000	0.000	0.121	0.000	0.000	0.379	0.417
SCARB1	APOE	978771	977866	ENSP00000261693	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.953	0.981
CD36	IL8	983238	983025	ENSP00000308165	ENSP00000306512	0.000	0.000	0.000	0.000	0.156	0.000	0.000	0.410	0.468
CD40	SELP	990530	979231	ENSP00000361359	ENSP00000263686	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.517	0.517
TIMP1	angiotensin II	976327	-100025476	ENSP00000218388	25476	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.845	0.845
LRP8	APBB1	982701	982149	ENSP00000303634	ENSP00000299402	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.851	0.851
IGF1	ALPPL2	982571	981599	ENSP00000302665	ENSP00000295453	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.659
ABCA1	FASN	991058	982808	ENSP00000363868	ENSP00000304592	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.610	0.609
COG2	ABHD6	989306	981683	ENSP00000355629	ENSP00000295962	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.429	0.429
EDC3	GAPDH	984601	976853	ENSP00000320503	ENSP00000229239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
AKT1	TGFB1	980037	976503	ENSP00000270202	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.927	0.927
ALPPL2	FGF2	981599	979406	ENSP00000295453	ENSP00000264498	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.610	0.609
ICAM1	STAT3	979476	979431	ENSP00000264832	ENSP00000264657	0.000	0.000	0.000	0.000	0.107	0.000	0.000	0.916	0.920
AKT1	cyclic AMP	980037	-100000274	ENSP00000270202	274	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.870	0.870
POLA1	INSR	991939	982723	ENSP00000368349	ENSP00000303830	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
HP	APOH	988021	976037	ENSP00000348170	ENSP00000205948	0.000	0.000	0.000	0.000	0.303	0.000	0.000	0.380	0.539
TGFBI	TNF	997875	995272	ENSP00000416330	ENSP00000392858	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.564	0.563
ELN	TIMP1	977832	976327	ENSP00000252034	ENSP00000218388	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.659
SELE	VCAM1	985890	981518	ENSP00000331736	ENSP00000294728	0.000	0.000	0.000	0.000	0.162	0.000	0.000	0.910	0.919
ENSG00000228978	PLAU	994872	990631	ENSP00000389265	ENSP00000361850	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.548	0.548
NR1H4	FASN	984066	982808	ENSP00000315442	ENSP00000304592	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.514	0.514
PTGS2	suramin	989478	-100005360	ENSP00000356438	5360	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.809	0.809
POLA1	ESR1	991939	976039	ENSP00000368349	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.540
ALPL	F5	991077	989540	ENSP00000363965	ENSP00000356771	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.419
